sampleID,sex,sample_type,weight,hemoglobin,cornea_morphology,grip_strength,heart_rate_bpm
82Z-03541,female,control,24.5,13.5,normal,231.522,800.0
82Z-03542,female,control,23.6,13.8,normal,250.77966,744.0
82Z-03564,female,control,20.5,13.8,normal,182.08467,762.0
82Z-03660,male,control,29.4,12.9,normal,281.10333,776.0
82Z-03661,male,control,30.0,14.3,normal,255.37833,760.0
82Z-03662,male,control,24.1,10.9,normal,244.16867,752.0
82Z-03678,male,control,25.7,12.1,normal,208.959,776.0
82Z-03679,male,control,31.3,13.7,normal,337.295,785.0
82Z-03680,female,control,24.7,12.0,normal,267.738,758.0
82Z-03681,female,control,25.2,14.4,normal,222.89934,777.0
82Z-03682,female,control,25.9,12.7,normal,267.88135,715.0
82Z-03707,male,control,26.2,13.2,normal,187.11467,754.0
82Z-03708,male,control,25.8,13.1,normal,187.11433,767.0
82Z-03709,male,control,26.7,14.6,normal,165.70134,744.0
82Z-03710,male,control,27.2,13.4,normal,230.94733,737.0
82Z-03715,female,control,22.9,13.7,normal,237.414,692.0
82Z-03716,female,control,22.9,14.4,normal,213.27034,826.0
82Z-03717,female,control,22.5,13.7,normal,196.31233,751.0
82Z-03718,female,control,23.0,13.8,normal,191.71333,767.0
82Z-03719,female,control,22.0,14.3,normal,228.64766,756.0
82Z-03894,male,control,21.6,12.9,normal,271.90567,821.0
82Z-03896,male,control,26.7,15.3,normal,223.33034,786.0
82Z-03897,female,control,22.8,13.9,normal,230.516,771.0
82Z-03902,male,control,25.2,14.6,normal,262.85165,741.0
82Z-03907,female,control,25.7,14.8,normal,202.92267,720.0
82Z-03940,female,control,23.0,14.1,normal,226.492,696.0
82Z-03941,female,control,21.8,14.1,normal,214.99466,780.0
82Z-03949,male,control,31.2,13.0,normal,247.618,776.0
82Z-03950,male,control,29.4,13.5,normal,279.52234,689.0
82Z-03951,male,control,30.0,13.8,normal,247.18666,639.0
82Z-03952,male,control,31.1,13.5,normal,218.30034,702.0
82Z-04143,male,control,28.7,13.4,normal,232.09666,752.0
82Z-04144,male,control,30.8,12.9,normal,205.079,816.0
82Z-04145,male,control,30.5,12.9,normal,185.53366,761.0
82Z-04146,male,control,31.4,13.1,normal,215.42633,745.0
82Z-04147,female,control,25.5,12.0,normal,282.39667,770.0
82Z-04148,female,control,25.5,14.7,normal,254.947,793.0
82Z-04201,male,control,26.35,14.2,normal,269.46234,764.0
82Z-04202,male,control,26.74,13.5,normal,252.79167,681.0
82Z-04203,male,control,27.9,14.7,normal,271.04333,724.0
82Z-04204,male,control,26.3,13.2,normal,326.22934,735.0
82Z-04205,female,control,24.2,13.5,normal,213.70166,683.0
82Z-04206,female,control,22.6,14.5,normal,196.59967,715.0
82Z-04207,female,control,22.1,13.6,right eye abnormal,228.21634,685.0
82Z-04404,male,control,26.1,13.4,normal,220.02467,759.0
82Z-04449,male,control,27.5,13.0,normal,301.51035,802.0
82Z-04450,male,control,25.0,14.0,normal,281.10333,772.0
82Z-04518,male,control,26.6,13.5,normal,208.67166,788.0
82Z-04520,female,control,23.7,14.4,normal,231.953,819.0
82Z-04521,female,control,24.3,14.6,normal,257.82166,805.0
82Z-04600,male,control,25.9,14.5,normal,216.71933,779.0
82Z-04601,male,control,27.1,19.2,normal,214.70767,734.0
82Z-04603,male,control,26.3,13.1,normal,250.20467,721.0
82Z-04605,female,control,24.4,12.8,normal,163.833,809.0
82Z-04606,female,control,24.2,13.6,normal,210.10867,810.0
82Z-04608,female,control,24.4,12.6,right eye abnormal,231.23466,819.0
82Z-04688,female,control,21.0,13.9,normal,197.74933,775.0
82Z-04696,male,control,28.2,13.5,right eye abnormal,201.34233,792.0
82Z-04697,male,control,27.4,14.6,normal,235.97734,787.0
82Z-04698,male,control,26.2,13.7,normal,263.714,777.0
82Z-04702,female,control,23.5,11.5,normal,235.40233,802.0
82Z-04703,female,control,26.5,13.7,normal,230.37233,802.0
82Z-04721,male,control,28.7,13.3,normal,235.25867,794.0
82Z-04722,male,control,26.8,13.8,normal,189.41367,747.0
82Z-04725,male,control,24.0,13.9,normal,238.995,743.0
82Z-04738,male,control,29.4,13.5,normal,230.22867,767.0
82Z-04739,male,control,29.1,13.6,normal,232.959,732.0
82Z-04740,male,control,27.4,13.9,normal,224.76767,721.0
82Z-04741,male,control,27.3,13.5,normal,217.15067,785.0
82Z-04764,female,control,23.0,13.6,normal,230.37233,801.0
82Z-04765,female,control,21.5,13.4,normal,209.24634,747.0
82Z-04766,female,control,23.3,13.8,normal,229.79733,770.0
82Z-04767,female,control,22.6,13.5,normal,185.39034,756.0
82Z-04907,female,control,24.2,14.2,normal,227.498,838.0
82Z-04908,female,control,23.0,13.0,normal,232.38434,780.0
82Z-04910,female,control,20.7,12.6,normal,210.25267,818.0
82Z-04911,female,control,22.8,13.5,normal,167.56934,765.0
82Z-04979,female,control,24.0,13.2,normal,202.34833,777.0
82Z-05035,male,control,27.5,13.0,normal,187.402,781.0
82Z-05036,male,control,27.9,14.0,normal,252.36034,782.0
82Z-05037,male,control,27.0,13.8,normal,245.606,793.0
82Z-05039,female,control,22.3,13.0,normal,190.99466,775.0
82Z-05040,female,control,21.3,13.7,normal,217.582,753.0
82Z-05041,female,control,21.8,14.1,normal,192.57567,795.0
82Z-05042,female,control,23.1,14.0,normal,200.04866,769.0
82Z-CC519,male,control,26.0,13.1,normal,207.953,747.0
82Z-CC525,female,control,21.9,13.4,normal,242.73167,776.0
82Z-CC526,male,control,31.0,12.6,normal,240.28833,750.0
82Z-CC527,male,control,28.7,13.5,normal,266.58835,710.0
82Z-CC528,female,control,19.8,15.1,normal,225.486,732.0
82Z-CC529,female,control,22.4,13.6,normal,222.61166,720.0
82Z-CC559,male,control,28.67,13.6,normal,226.06067,701.0
82Z-CC560,male,control,28.52,12.8,normal,206.516,586.0
82Z-CC561,female,control,23.96,14.2,normal,240.71967,705.0
82Z-CC562,female,control,23.76,15.3,normal,207.23433,673.0
82Z-CC563,female,control,21.95,13.9,normal,233.96533,764.0
82Z-CC564,female,control,23.36,13.1,normal,196.887,716.0
82Z-CC565,female,control,25.45,11.2,normal,236.83934,751.0
82Z-CC583,male,control,31.61,13.3,normal,208.959,730.0
82Z-CC584,male,control,33.2,15.1,normal,253.36633,818.0
82Z-CC585,female,control,22.53,14.2,normal,194.44366,622.0
82Z-CC611,male,control,28.93,12.7,normal,202.20433,770.0
82Z-CC612,male,control,24.32,14.1,normal,195.019,733.0
82Z-CC613,female,control,24.43,12.4,normal,216.86333,768.0
82Z-CC642,female,control,23.1,12.5,normal,236.40834,773.0
82Z-CC643,female,control,22.0,14.1,normal,202.77933,748.0
82Z-CC644,male,control,24.9,14.7,normal,156.64734,797.0
82Z-CC645,male,control,26.4,12.7,normal,222.61166,760.0
82Z-CC646,female,control,22.5,13.7,normal,230.229,761.0
82Z-CC647,female,control,22.4,13.1,normal,216.432,746.0
82Z-CC651,female,control,22.1,13.3,normal,214.85133,767.0
82Z-CC652,male,control,23.2,14.2,normal,168.288,789.0
82Z-CC653,male,control,24.2,14.1,normal,186.53967,747.0
82Z-CC664,female,control,21.7,14.2,normal,225.77367,795.0
82Z-CC665,female,control,21.6,13.0,normal,189.414,694.0
82Z-CC671,male,control,29.1,12.4,normal,231.953,764.0
82Z-CC676,male,control,26.0,12.6,normal,218.30034,778.0
82Z-CC732,male,control,26.0,13.8,normal,248.624,787.0
82Z-CC733,male,control,27.0,13.5,normal,218.73167,759.0
82Z-CC735,male,control,26.8,13.0,normal,216.001,694.0
82Z-CC736,male,control,26.6,13.5,normal,194.875,822.0
82Z-CC737,male,control,27.5,12.9,normal,196.887,628.0
82Z-CC738,male,control,28.0,13.2,normal,172.59933,768.0
82Z-CC739,female,control,21.2,13.2,normal,150.611,710.0
82Z-CC740,female,control,21.5,13.9,normal,169.00667,747.0
82Z-CC741,female,control,21.6,13.4,normal,151.04266,799.0
82Z-CC742,female,control,22.3,13.2,normal,146.29967,765.0
82Z-CC743,female,control,20.0,14.0,normal,139.83267,745.0
82Z-CC744,female,control,22.0,14.9,normal,144.57533,662.0
82Z-CC745,female,control,20.5,13.7,normal,154.49167,795.0
82Z-CC761,male,control,26.4,14.0,normal,236.83934,764.0
82Z-CC762,male,control,27.5,11.9,normal,223.33034,796.0
82Z-CC763,male,control,29.0,12.5,normal,239.28267,820.0
82Z-CC764,female,control,21.1,13.9,both eyes abnormal,193.582,810.0
82Z-CC765,female,control,21.1,13.7,right eye abnormal,198.468,716.0
82Z-CC766,female,control,22.5,13.2,left eye abnormal,223.474,633.0
82Z-CC767,female,control,23.0,13.4,normal,202.923,671.0
82Z-CC816,male,control,28.3,12.3,normal,189.98866,808.0
82Z-CC817,male,control,29.3,11.1,normal,230.80367,745.0
82Z-CC818,male,control,29.6,13.5,normal,198.61166,742.0
82Z-CC819,female,control,22.1,13.5,normal,202.63567,780.0
82Z-CC820,female,control,23.1,12.4,normal,232.528,740.0
82Z-CC821,female,control,23.2,12.6,normal,180.64734,791.0
82Z-CC822,female,control,22.1,13.9,normal,234.109,701.0
82Z-CC823,female,control,19.5,13.4,normal,178.779,749.0
82Z-CC844,male,control,28.6,11.9,normal,278.94766,584.0
82Z-CC845,male,control,31.6,12.8,normal,230.37233,771.0
82Z-CC846,male,control,31.4,12.8,normal,192.00067,694.0
82Z-CC847,female,control,23.1,14.1,normal,210.396,727.0
82Z-CC848,female,control,22.8,14.8,normal,252.073,785.0
82Z-CC850,female,control,22.9,14.0,normal,205.654,732.0
82Z-CC861,female,control,22.8,15.3,normal,220.887,646.0
82Z-CC862,female,control,22.3,15.1,normal,186.25233,627.0
82Z-CC937,male,control,29.4,14.9,normal,280.09732,761.0
82Z-CC938,female,control,26.4,11.8,normal,248.624,658.0
82Z-CC939,female,control,25.5,13.9,normal,236.983,755.0
82Z-CD055,male,control,26.8,13.8,normal,261.41467,685.0
82Z-CD056,male,control,28.2,14.3,normal,278.08533,764.0
82Z-CD058,male,control,25.5,13.7,normal,232.67166,661.0
82Z-CD059,female,control,25.0,13.2,normal,260.983,710.0
82Z-CD060,female,control,20.6,13.3,normal,225.486,762.0
82Z-CD061,male,control,27.9,12.8,normal,202.20433,742.0
82Z-CD062,male,control,30.2,12.7,normal,197.17467,749.0
82Z-CD063,male,control,29.9,12.6,normal,230.947,734.0
82Z-CD064,female,control,25.2,13.4,normal,219.16267,776.0
82Z-CD065,female,control,22.8,12.9,normal,147.306,803.0
82Z-CD066,female,control,23.3,13.8,normal,212.55167,733.0
82Z-CD067,male,control,28.2,13.9,normal,229.36633,808.0
82Z-CD068,female,control,22.2,13.9,normal,233.965,746.0
82Z-CD069,female,control,24.0,13.7,normal,255.80933,707.0
82Z-CD070,female,control,25.7,13.5,normal,242.444,729.0
82Z-CD071,female,control,26.6,12.6,right eye abnormal,254.94733,741.0
82Z-CD079,male,control,24.4,14.3,normal,198.037,808.0
82Z-CD080,male,control,29.0,12.5,normal,184.67134,765.0
82Z-CD081,male,control,26.9,12.8,normal,284.55234,871.0
82Z-CD082,male,control,25.1,13.3,normal,212.408,746.0
82Z-CD083,male,control,25.2,13.2,normal,210.39633,772.0
82Z-CD084,male,control,27.3,13.7,normal,220.59967,803.0
82Z-CD085,female,control,21.7,13.1,normal,194.444,789.0
82Z-CD086,female,control,23.9,13.5,normal,201.34233,682.0
82Z-CD087,female,control,21.1,14.1,normal,203.354,799.0
82Z-CD088,male,control,28.3,14.4,normal,244.16867,761.0
82Z-CD094,female,control,22.1,13.7,normal,156.935,751.0
82Z-CD095,female,control,25.6,13.9,normal,221.89333,669.0
82Z-CD096,female,control,24.9,13.7,normal,194.73134,685.0
82Z-CD160,female,control,23.5,15.1,normal,242.15666,699.0
82Z-CD169,male,control,28.5,13.4,normal,220.456,696.0
82Z-CD170,female,control,23.5,13.5,normal,220.31233,697.0
82Z-CD249,female,control,24.4,13.3,normal,280.38467,784.0
82Z-CD250,female,control,21.7,14.3,normal,166.42,833.0
82Z-CD251,female,control,22.7,13.4,normal,228.36034,694.0
82Z-CD252,female,control,23.7,12.9,normal,237.989,692.0
82Z-CD254,male,control,26.4,13.3,normal,268.025,775.0
82Z-CD255,male,control,26.0,13.5,normal,245.89333,765.0
82Z-CD256,male,control,27.8,11.8,normal,274.92368,649.0
82Z-CD257,male,control,24.4,13.0,normal,259.83368,677.0
82Z-CD258,female,control,23.7,13.1,normal,243.88133,740.0
82Z-CD259,female,control,23.2,13.5,normal,202.49167,788.0
82Z-CD260,female,control,21.5,12.9,normal,233.534,635.0
82Z-CD261,male,control,25.3,13.9,normal,245.17467,742.0
82Z-CD262,male,control,27.5,14.0,normal,214.564,754.0
82Z-CD317,male,control,31.5,15.1,normal,257.39032,750.0
82Z-CD318,male,control,30.3,13.9,normal,202.63567,745.0
82Z-CD319,male,control,29.4,14.1,normal,260.40833,754.0
82Z-CD334,male,control,25.0,14.1,normal,227.21066,748.0
82Z-CD335,male,control,27.4,12.4,normal,218.15666,785.0
82Z-CD336,female,control,23.0,13.4,normal,229.36633,722.0
82Z-CD338,female,control,23.2,12.7,normal,220.45633,709.0
82Z-CD339,female,control,22.6,12.7,right eye abnormal,218.87534,736.0
82Z-CD340,female,control,22.2,13.2,normal,201.486,776.0
82Z-CD380,male,control,26.0,13.7,normal,236.69566,745.0
82Z-CD383,male,control,27.4,12.4,normal,202.20433,749.0
82Z-CD384,female,control,24.0,13.6,normal,208.24033,754.0
82Z-CD385,female,control,24.6,14.7,normal,202.92334,803.0
82Z-CD491,female,control,22.0,13.5,normal,221.60567,763.0
82Z-CD492,female,control,21.7,13.6,normal,182.228,779.0
82Z-CD493,female,control,22.5,13.8,normal,234.82733,713.0
82Z-CD494,female,control,22.0,13.9,normal,254.80333,762.0
82Z-CD495,female,control,23.3,13.8,normal,189.55766,753.0
82Z-CD496,female,control,22.6,14.3,normal,216.28833,765.0
82Z-CD563,male,control,31.0,13.4,normal,236.121,777.0
82Z-CD564,male,control,30.6,14.5,normal,267.30667,758.0
82Z-CD565,male,control,29.9,13.6,normal,236.83966,720.0
82Z-CD569,male,control,27.2,13.0,normal,212.55167,796.0
82Z-CD570,male,control,27.9,12.4,normal,214.564,722.0
82Z-CD571,male,control,28.6,14.1,normal,203.498,702.0
82Z-CD572,male,control,27.2,12.3,normal,213.989,831.0
82Z-CD573,female,control,23.1,13.0,normal,186.39566,770.0
82Z-CD574,female,control,22.4,13.9,normal,163.68933,781.0
82Z-CD642,male,control,26.5,12.7,normal,252.07333,765.0
82Z-CD643,male,control,29.7,13.9,normal,247.33034,791.0
82Z-CD644,male,control,27.5,12.8,normal,258.97134,771.0
82Z-CD646,female,control,24.7,13.9,normal,232.81567,784.0
82Z-CD647,female,control,23.3,12.1,normal,207.378,774.0
83S-I5033,male,control,30.7,13.5,normal,236.26433,775.0
83S-I5034,male,control,29.1,13.4,normal,253.94133,737.0
83S-I5035,male,control,26.9,12.7,normal,253.65367,730.0
83S-I5036,male,control,27.19,13.1,normal,268.88733,729.0
83S-I5037,male,control,31.1,14.0,normal,200.19234,743.0
83S-I5039,female,control,22.3,13.6,normal,227.067,799.0
83S-I5040,female,control,23.0,13.1,normal,216.14467,726.0
83S-I5041,female,control,22.2,17.2,normal,223.90533,742.0
83Z-00001,male,control,26.7,14.6,normal,196.46666,664.0
83Z-00002,male,control,28.3,14.7,normal,204.7,652.0
83Z-00003,male,control,26.3,14.2,normal,221.93333,738.0
83Z-00004,male,control,29.7,11.6,normal,236.66667,650.0
83Z-00006,male,control,28.6,14.3,normal,219.23334,596.0
83Z-00007,male,control,28.5,14.1,normal,247.96666,681.0
83Z-00008,female,control,24.6,15.0,normal,197.03334,734.0
83Z-00009,female,control,24.3,14.0,normal,204.46666,690.0
83Z-00010,female,control,23.0,14.1,normal,154.5,735.0
83Z-00011,female,control,23.5,14.3,normal,185.16667,794.0
83Z-00012,female,control,23.3,14.7,normal,172.16667,677.0
83Z-00013,female,control,23.4,14.6,normal,178.63333,743.0
83Z-00014,female,control,22.9,14.0,normal,191.66667,781.0
83Z-00372,female,control,23.7,13.9,normal,241.72566,766.0
83Z-00373,female,control,24.6,13.2,normal,244.45633,721.0
83Z-01067,male,control,31.7,14.2,both eyes abnormal,282.54034,744.0
83Z-01068,male,control,29.7,13.6,normal,250.63567,737.0
83Z-01069,male,control,30.5,13.6,normal,210.53967,729.0
83Z-01070,female,control,26.2,13.2,normal,200.911,769.0
83Z-01084,male,control,30.2,13.0,right eye abnormal,239.85733,748.0
83Z-01085,male,control,27.6,14.3,normal,237.989,755.0
83Z-01086,male,control,30.1,13.8,normal,228.648,766.0
83Z-01087,male,control,27.1,13.5,normal,227.49767,766.0
83Z-01088,female,control,22.7,13.2,normal,220.456,790.0
83Z-01090,female,control,25.0,14.3,normal,254.22867,769.0
83Z-01091,female,control,23.7,14.0,normal,227.21033,765.0
83Z-01092,female,control,23.2,13.8,normal,251.642,716.0
83Z-02046,male,control,32.6,12.2,right eye abnormal,268.44434,817.0
83Z-02047,female,control,23.5,14.1,normal,240.68066,764.0
83Z-02059,male,control,24.8,13.9,left eye abnormal,222.29933,741.0
83Z-02060,male,control,25.9,13.7,left eye abnormal,230.72433,802.0
83Z-02061,male,control,25.0,12.9,normal,268.06168,776.0
83Z-02062,male,control,25.7,13.5,normal,217.51266,750.0
83Z-02063,male,control,26.5,13.1,normal,223.63966,829.0
83Z-02065,female,control,23.1,12.8,normal,191.66367,769.0
83Z-02519,male,control,29.1,13.9,normal,253.36633,796.0
83Z-02753,male,control,28.7,13.1,normal,258.54034,746.0
83Z-02754,male,control,26.9,13.3,left eye abnormal,203.78534,753.0
83Z-02755,female,control,25.3,11.8,left eye abnormal,226.77933,759.0
83Z-02756,female,control,25.0,13.8,normal,206.372,748.0
83Z-02869,female,control,22.7,14.2,normal,202.06067,724.0
83Z-02870,female,control,23.1,13.7,normal,200.76733,761.0
83Z-02974,male,control,29.4,12.8,normal,255.37833,782.0
83Z-02975,female,control,22.16,14.6,normal,215.57,741.0
83Z-02976,female,control,23.83,12.2,normal,248.33667,729.0
83Z-02977,female,control,23.9,13.4,normal,180.791,766.0
83Z-02978,female,control,22.7,13.3,normal,248.624,724.0
83Z-02979,female,control,23.5,13.1,normal,242.30034,717.0
83Z-02980,female,control,22.7,13.9,normal,221.893,792.0
83Z-02981,female,control,23.9,15.4,normal,231.09067,737.0
83Z-03262,female,control,26.7,13.4,normal,248.48033,770.0
83Z-03263,female,control,23.1,13.5,normal,191.71333,776.0
83Z-03264,female,control,24.9,13.2,normal,212.26433,791.0
83Z-30371,female,control,22.8,12.6,normal,218.66133,765.0
83Z-30372,female,control,22.7,13.3,normal,213.87466,695.0
83Z-40760,male,control,29.4,14.7,normal,194.13333,683.0
83Z-40761,male,control,27.6,14.6,normal,205.83333,753.0
83Z-40762,male,control,28.6,14.1,normal,205.43333,783.0
83Z-40763,male,control,27.3,14.6,left eye abnormal,251.03334,729.0
83Z-40764,male,control,28.0,13.4,normal,166.6,552.0
83Z-40765,male,control,27.9,14.4,normal,223.26666,744.0
83Z-40767,female,control,23.2,14.7,normal,190.73334,730.0
83Z-40768,female,control,23.9,14.3,normal,275.3,690.0
83Z-40769,female,control,23.64,14.9,normal,196.83333,744.0
83Z-40770,female,control,22.9,14.2,normal,278.23334,759.0
83Z-40771,female,control,21.7,14.2,normal,177.1,716.0
83Z-40772,female,control,20.4,14.5,normal,188.43333,764.0
83Z-40773,female,control,20.6,14.9,left eye abnormal,196.63333,724.0
83Z-40774,male,control,27.7,14.9,normal,201.63333,759.0
83Z-40775,male,control,29.3,14.6,normal,224.8,682.0
83Z-40776,male,control,28.0,14.3,left eye abnormal,226.33333,719.0
83Z-40777,male,control,30.9,13.7,normal,193.4,717.0
83Z-40778,male,control,28.6,14.5,normal,229.6,715.0
83Z-40779,male,control,30.6,12.6,normal,213.66667,686.0
83Z-40780,male,control,29.3,14.5,normal,214.26666,708.0
83Z-40781,female,control,24.63,13.8,normal,177.33333,732.0
83Z-40782,female,control,26.27,13.6,normal,221.16667,604.0
83Z-40783,female,control,23.94,14.6,normal,185.53334,707.0
83Z-40784,female,control,23.8,13.1,normal,239.5,576.0
83Z-40785,female,control,24.16,13.7,normal,206.6,677.0
83Z-40786,female,control,23.69,14.2,normal,210.63333,752.0
83Z-40787,female,control,23.94,14.6,normal,186.13333,718.0
83Z-65868,female,control,23.8,13.6,normal,206.599,720.0
83Z-65869,female,control,22.0,13.6,normal,201.62033,781.0
83Z-65870,female,control,20.6,13.7,right eye abnormal,188.983,722.0
83Z-65898,female,control,20.6,13.0,normal,169.07,769.0
83Z-65899,female,control,21.1,12.6,normal,205.44966,758.0
83Z-65900,female,control,19.9,13.9,normal,154.90067,656.0
83Z-65901,female,control,20.8,13.3,normal,175.57967,801.0
83Z-65936,male,control,27.0,13.1,normal,214.83234,778.0
83Z-65937,male,control,28.3,13.3,normal,216.938,751.0
83Z-66350,male,control,26.7,13.7,right eye abnormal,205.64133,741.0
83Z-66351,male,control,28.5,13.4,normal,275.33768,798.0
83Z-66352,male,control,26.1,13.2,normal,258.679,815.0
83Z-85262,female,control,21.3,14.4,normal,192.42967,750.0
83Z-85263,female,control,24.6,14.9,normal,207.747,738.0
83Z-85264,female,control,23.1,15.0,normal,164.09166,719.0
83Z-87372,male,control,27.2,14.0,normal,178.835,780.0
83Z-87373,male,control,23.4,13.7,normal,227.469,764.0
83Z-88789,male,control,32.9,13.3,normal,212.34267,785.0
83Z-88790,male,control,29.6,13.6,normal,248.33966,883.0
83Z-88791,male,control,30.8,13.4,normal,207.36433,754.0
83Z-88802,female,control,22.6,13.7,left eye abnormal,174.24,769.0
83Z-89015,male,control,30.2,13.2,normal,225.937,679.0
83Z-89016,male,control,29.4,12.5,both eyes abnormal,220.19333,720.0
83Z-89017,male,control,31.9,13.0,left eye abnormal,197.408,759.0
83Z-89021,male,control,27.9,14.4,normal,235.31934,786.0
83Z-90228,male,control,26.8,13.8,normal,185.15367,779.0
83Z-90229,male,control,27.6,13.3,normal,195.68466,762.0
83Z-90230,female,control,25.2,14.3,normal,197.59933,778.0
83Z-90231,female,control,26.7,13.9,normal,196.259,769.0
83Z-90299,male,control,28.5,14.0,left eye abnormal,196.259,763.0
83Z-90300,male,control,26.3,13.4,normal,167.347,731.0
83Z-90301,male,control,26.1,13.9,normal,178.452,740.0
83Z-90302,male,control,26.1,13.5,normal,173.66533,714.0
83Z-90303,male,control,26.3,14.1,left eye abnormal,202.386,744.0
83Z-90304,female,control,23.6,13.4,normal,207.55566,794.0
83Z-90305,female,control,22.4,13.7,normal,215.023,735.0
83Z-90319,female,control,24.2,13.6,normal,203.918,694.0
83Z-EPJ70,female,control,22.6,14.1,both eyes abnormal,228.06667,759.0
E64-00043,male,control,28.9,14.9,normal,216.74667,784.0
E64-00044,male,control,24.6,13.6,normal,236.08533,764.0
E64-00045,female,control,21.8,14.2,normal,222.29967,742.0
E64-00046,female,control,22.2,14.3,normal,184.579,720.0
E64-00047,female,control,24.0,14.1,normal,274.95435,733.0
E64-00048,female,control,23.0,14.9,normal,258.296,775.0
E64-00049,female,control,21.9,14.7,normal,213.10867,774.0
E64-00050,female,control,22.3,14.0,normal,230.91566,691.0
E64-00051,male,control,26.5,13.4,normal,287.4,729.0
E64-00052,male,control,27.9,14.3,normal,268.827,797.0
E64-00053,male,control,24.9,13.5,normal,221.342,760.0
E64-00054,male,control,24.5,14.6,normal,260.40234,652.0
E64-00055,male,control,25.5,13.3,normal,264.99768,765.0
E64-00056,female,control,23.2,14.1,normal,169.63333,720.0
E64-00072,male,control,25.3,14.4,normal,194.727,713.0
E64-00074,male,control,22.4,15.7,normal,190.515,709.0
E64-00075,male,control,27.4,15.2,normal,239.72333,662.0
E64-00076,male,control,28.01,15.3,normal,234.17067,710.0
E64-00077,female,control,24.5,14.8,normal,205.44966,782.0
E64-00078,female,control,22.1,14.2,normal,156.43266,774.0
E64-00079,female,control,22.5,15.0,normal,191.47234,762.0
E64-00080,male,control,26.82,15.2,normal,181.51567,723.0
E64-00081,male,control,24.2,14.1,normal,213.683,728.0
E64-00082,female,control,23.63,15.0,right eye abnormal,199.89734,708.0
E64-00083,female,control,23.76,14.7,normal,168.304,797.0
E64-00085,female,control,23.6,14.1,right eye abnormal,191.47234,682.0
E64-00170,male,control,28.5,14.1,normal,233.788,780.0
E64-00171,male,control,26.0,14.7,normal,246.99933,775.0
E64-00172,male,control,28.3,14.6,normal,240.10667,727.0
E64-00173,male,control,26.6,14.9,right eye abnormal,235.894,758.0
E64-00174,female,control,23.28,15.0,normal,170.60167,780.0
E64-00175,female,control,22.9,13.8,normal,222.29967,776.0
E64-00176,female,control,22.1,14.0,normal,251.59467,806.0
E64-00177,male,control,25.6,14.0,normal,212.53433,772.0
E64-00178,male,control,24.2,13.9,normal,221.53334,723.0
E64-00179,male,control,25.6,14.2,both eyes abnormal,226.70334,792.0
E64-00180,female,control,24.9,14.1,normal,163.709,785.0
E64-00181,female,control,22.8,13.9,normal,211.577,779.0
E64-00182,female,control,22.3,14.2,normal,227.086,787.0
E64-00183,female,control,21.8,13.8,normal,219.42734,745.0
E64-00184,female,control,21.2,14.3,normal,188.79134,773.0
E64-00200,male,control,25.7,13.8,normal,212.15134,742.0
E64-00201,male,control,23.8,13.8,normal,231.29866,789.0
E64-00202,male,control,25.9,14.6,right eye abnormal,210.23666,854.0
E64-00204,male,control,24.0,14.8,normal,202.76933,753.0
E64-00205,male,control,22.5,14.0,normal,188.60033,787.0
E64-00207,female,control,24.5,14.5,normal,243.553,781.0
E64-00208,female,control,23.5,15.4,normal,197.40767,800.0
E64-00209,female,control,20.3,14.1,normal,174.814,774.0
E64-00210,female,control,20.8,14.1,normal,183.047,818.0
E64-00215,female,control,24.1,14.5,normal,210.811,750.0
E64-00216,female,control,24.7,14.2,normal,191.47234,734.0
E64-00230,female,control,23.7,12.9,normal,188.98334,783.0
E64-00232,female,control,27.1,14.0,normal,210.61966,786.0
E64-00233,female,control,23.6,13.6,normal,242.787,772.0
E64-00234,female,control,22.7,13.9,normal,259.254,783.0
E64-00235,female,control,24.8,13.7,normal,262.7,791.0
E64-00236,female,control,22.5,13.5,normal,213.10867,804.0
E64-00268,male,control,26.2,12.8,right eye abnormal,236.468,804.0
E64-00269,male,control,27.7,14.2,normal,297.73965,772.0
E64-00270,male,control,24.5,14.3,normal,224.597,730.0
E64-00271,male,control,25.9,14.8,normal,229.38367,727.0
E64-00272,male,control,23.0,14.2,normal,237.04266,744.0
E64-00340,male,control,26.6,13.2,normal,240.87233,775.0
E64-00341,male,control,25.9,13.6,normal,206.98167,772.0
E64-00342,male,control,27.7,14.0,normal,229.38367,772.0
E64-00343,male,control,25.9,13.7,normal,201.62033,788.0
E64-00344,male,control,25.0,13.5,normal,224.98,784.0
E64-00345,male,control,27.9,13.8,normal,230.341,766.0
E64-00347,female,control,26.5,12.4,normal,290.46365,823.0
E64-00348,female,control,22.2,14.3,normal,224.21434,781.0
E64-00365,female,control,23.1,14.2,normal,230.15,792.0
E64-00366,female,control,29.0,13.7,normal,234.36234,789.0
E64-00367,female,control,21.1,14.0,normal,219.427,791.0
E64-00368,female,control,22.2,14.5,normal,216.938,779.0
E64-00369,female,control,22.5,14.0,normal,238.383,766.0
E64-00484,male,control,26.4,15.0,right eye abnormal,266.52933,806.0
E64-00485,male,control,26.3,13.0,normal,267.87,788.0
E64-00486,male,control,25.1,14.0,left eye abnormal,213.30034,720.0
E64-00487,male,control,23.8,14.8,right eye abnormal,198.74834,777.5
E64-00488,male,control,24.3,15.0,normal,209.088,777.0
E64-00489,female,control,23.3,14.2,normal,215.98067,807.0
E64-00503,male,control,25.9,14.1,left eye abnormal,229.575,763.0
E64-00504,male,control,24.6,14.5,normal,213.87466,774.0
